id,filename,relative_path,containing_directory,current_artist,guessed_artist,confidence,reason,updated
3228,06 - By The Pain I See In Others.mp3,just music/music/Opeth/Deliverance/06 - By The Pain I See In Others.mp3,Deliverance,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3229,01 - Ghost Of Perdition.mp3,just music/music/Opeth/Ghost Reveries/01 - Ghost Of Perdition.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3230,02 - The Baying Of The Hounds.mp3,just music/music/Opeth/Ghost Reveries/02 - The Baying Of The Hounds.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3231,03 - Beneath The Mire.mp3,just music/music/Opeth/Ghost Reveries/03 - Beneath The Mire.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3232,04 - Atonement.mp3,just music/music/Opeth/Ghost Reveries/04 - Atonement.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3233,05 - Reverie-Harlequin Forest.mp3,just music/music/Opeth/Ghost Reveries/05 - Reverie-Harlequin Forest.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3234,06 - Hours Of Wealth.mp3,just music/music/Opeth/Ghost Reveries/06 - Hours Of Wealth.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3235,07 - The Grand Conjuration.mp3,just music/music/Opeth/Ghost Reveries/07 - The Grand Conjuration.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3236,08 - Isolation Years.mp3,just music/music/Opeth/Ghost Reveries/08 - Isolation Years.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3237,09 - Soldier Of Fortune.mp3,just music/music/Opeth/Ghost Reveries/09 - Soldier Of Fortune.mp3,Ghost Reveries,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3238,01 - Advent.mp3,just music/music/Opeth/Morningrise/01 - Advent.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3239,02 - The Night and the Silent Water.mp3,just music/music/Opeth/Morningrise/02 - The Night and the Silent Water.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3240,03 - Nectar.mp3,just music/music/Opeth/Morningrise/03 - Nectar.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3241,04 - Black Rose Immortal.mp3,just music/music/Opeth/Morningrise/04 - Black Rose Immortal.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3242,05 - To Bid You Farewell.mp3,just music/music/Opeth/Morningrise/05 - To Bid You Farewell.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3243,06 - Eternal Soul Torture.mp3,just music/music/Opeth/Morningrise/06 - Eternal Soul Torture.mp3,Morningrise,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3244,01 - Prologue.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/01 - Prologue.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3245,02 - April Ethereal.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/02 - April Ethereal.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3246,03 - When.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/03 - When.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3247,04 - Madrigal.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/04 - Madrigal.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3248,05 - The Amen Corner.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/05 - The Amen Corner.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3249,06 - Demon Of The Fall.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/06 - Demon Of The Fall.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3250,07 - Credence.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/07 - Credence.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3251,08 - Karma.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/08 - Karma.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3252,09 - Epilogue.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/09 - Epilogue.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3253,10 - Circle Of The Tyrant.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/10 - Circle Of The Tyrant.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3254,11 - Remember Tomorrow.mp3,"just music/music/Opeth/My Arms, Your Hearse [Bonus Tracks]/11 - Remember Tomorrow.mp3","My Arms, Your Hearse [Bonus Tracks]",,Opeth,0.95,artist folder after collection folders: just music / music,yes
3255,01 - In Mist She Was Standing.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/01 - In Mist She Was Standing.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3256,02 - Under The Weeping Moon.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/02 - Under The Weeping Moon.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3257,03 - Silhouette.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/03 - Silhouette.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3258,04 - Forest Of October.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/04 - Forest Of October.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3259,05 - The Twilight Is My Robe.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/05 - The Twilight Is My Robe.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3260,06 - Requiem.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/06 - Requiem.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3261,07 - The Apostle In Triumph.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/07 - The Apostle In Triumph.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3262,08 - Into The Frost Of Winter.mp3,just music/music/Opeth/Orchid [Bonus Tracks]/08 - Into The Frost Of Winter.mp3,Orchid [Bonus Tracks],,Opeth,0.95,artist folder after collection folders: just music / music,yes
3263,01 - The Moor.mp3,just music/music/Opeth/Still Life/01 - The Moor.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3264,02 - Godhead's Lament.mp3,just music/music/Opeth/Still Life/02 - Godhead's Lament.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3265,03 - Benighted.mp3,just music/music/Opeth/Still Life/03 - Benighted.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3266,04 - Moonlapse Vertigo.mp3,just music/music/Opeth/Still Life/04 - Moonlapse Vertigo.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3267,05 - Face of Melinda.mp3,just music/music/Opeth/Still Life/05 - Face of Melinda.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3268,06 - Serenity Painted Death.mp3,just music/music/Opeth/Still Life/06 - Serenity Painted Death.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3269,07 - White Cluster.mp3,just music/music/Opeth/Still Life/07 - White Cluster.mp3,Still Life,,Opeth,0.95,artist folder after collection folders: just music / music,yes
3270,01 - Deadwing.mp3,just music/music/Porcupine Tree/'Deadwing' Album/01 - Deadwing.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3271,02 - Shallow.mp3,just music/music/Porcupine Tree/'Deadwing' Album/02 - Shallow.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3272,03 - Lazarus.mp3,just music/music/Porcupine Tree/'Deadwing' Album/03 - Lazarus.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3273,04 - Halo.mp3,just music/music/Porcupine Tree/'Deadwing' Album/04 - Halo.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3274,05 - Arriving Somewhere But Not Here.mp3,just music/music/Porcupine Tree/'Deadwing' Album/05 - Arriving Somewhere But Not Here.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3275,06 - Mellotron Scratch.mp3,just music/music/Porcupine Tree/'Deadwing' Album/06 - Mellotron Scratch.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3276,07 - Open Car.mp3,just music/music/Porcupine Tree/'Deadwing' Album/07 - Open Car.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3277,08 - The Start Of Something Beautiful.mp3,just music/music/Porcupine Tree/'Deadwing' Album/08 - The Start Of Something Beautiful.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3278,09 - Glass Arm Shattering.mp3,just music/music/Porcupine Tree/'Deadwing' Album/09 - Glass Arm Shattering.mp3,'Deadwing' Album,,Porcupine Tree,0.95,artist folder after collection folders: just music / music,yes
3319,01-2 - Ultraspank - Push.wma,just music/music/Progress/01-2 - Ultraspank - Push.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3320,02-2 - Ultraspank - Crumble.wma,just music/music/Progress/02-2 - Ultraspank - Crumble.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3321,03-2 - Ultraspank - Stuck.wma,just music/music/Progress/03-2 - Ultraspank - Stuck.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3322,04-2 - Ultraspank - Feed.wma,just music/music/Progress/04-2 - Ultraspank - Feed.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3323,05-2 - Ultraspank - Smile.wma,just music/music/Progress/05-2 - Ultraspank - Smile.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3324,06-2 - Ultraspank - Click.wma,just music/music/Progress/06-2 - Ultraspank - Click.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3325,07-2 - Ultraspank - Jackass.wma,just music/music/Progress/07-2 - Ultraspank - Jackass.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3326,08-2 - Ultraspank - Crack.wma,just music/music/Progress/08-2 - Ultraspank - Crack.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3327,09-2 - Ultraspank - Invite Yourself In.wma,just music/music/Progress/09-2 - Ultraspank - Invite Yourself In.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3328,10-2 - Ultraspank - Thanks.wma,just music/music/Progress/10-2 - Ultraspank - Thanks.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3329,11-2 - Ultraspank - Left.wma,just music/music/Progress/11-2 - Ultraspank - Left.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3330,12-2 - Ultraspank - Where.wma,just music/music/Progress/12-2 - Ultraspank - Where.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3331,13-2 - Ultraspank - Maybe Tomorrow.wma,just music/music/Progress/13-2 - Ultraspank - Maybe Tomorrow.wma,Progress,,Progress,0.95,artist folder after collection folders: just music / music,yes
3332,01 - Bombtrack.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/01 - Bombtrack.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3333,02 - Killing In The Name.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/02 - Killing In The Name.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3334,03 - Take The Power Back.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/03 - Take The Power Back.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3335,04 - Settle For Nothing.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/04 - Settle For Nothing.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3336,05 - Bullet In The Head.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/05 - Bullet In The Head.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3337,06 - Know Your Enemy.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/06 - Know Your Enemy.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3338,07 - Wake Up.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/07 - Wake Up.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3339,08 - Fistful Of Steel.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/08 - Fistful Of Steel.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3340,09 - Township Rebellion.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/09 - Township Rebellion.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3341,10 - Freedom.mp3,just music/music/Rage Against The Machine/Rage Against The Machine/10 - Freedom.mp3,Rage Against The Machine,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3342,01 - Testify.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/01 - Testify.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3343,02 - Guerilla Radio.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/02 - Guerilla Radio.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3344,03 - Calm Like A Bomb.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/03 - Calm Like A Bomb.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3345,04 - Mic Check.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/04 - Mic Check.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3346,05 - Sleep Now In The Fire.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/05 - Sleep Now In The Fire.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3347,06 - Born Of A Broken Man.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/06 - Born Of A Broken Man.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3348,07 - Born As Ghosts.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/07 - Born As Ghosts.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3349,08 - Maria.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/08 - Maria.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3350,09 - Voice Of The Voiceless.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/09 - Voice Of The Voiceless.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3351,10 - New Millenium Homes.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/10 - New Millenium Homes.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3352,11 - Ashes In The Fall.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/11 - Ashes In The Fall.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3353,12 - War Within A Breath.mp3,just music/music/Rage Against The Machine/The Battle Of Los Angeles/12 - War Within A Breath.mp3,The Battle Of Los Angeles,,Rage Against The Machine,0.95,artist folder after collection folders: just music / music,yes
3354,01 - Mein Herz Brennt.mp3,just music/music/Rammstein/Mutter/01 - Mein Herz Brennt.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3355,02 - Links 234.mp3,just music/music/Rammstein/Mutter/02 - Links 234.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3356,03 - Sonne.mp3,just music/music/Rammstein/Mutter/03 - Sonne.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3357,04 - Ich will.mp3,just music/music/Rammstein/Mutter/04 - Ich will.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3358,05 - Feuer Frei!.mp3,just music/music/Rammstein/Mutter/05 - Feuer Frei!.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3359,06 - Mutter.mp3,just music/music/Rammstein/Mutter/06 - Mutter.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3360,07 - Spieluhr.mp3,just music/music/Rammstein/Mutter/07 - Spieluhr.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3361,08 - Zwitter.mp3,just music/music/Rammstein/Mutter/08 - Zwitter.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3362,09 - Rein Raus.mp3,just music/music/Rammstein/Mutter/09 - Rein Raus.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3363,10 - Adios.mp3,just music/music/Rammstein/Mutter/10 - Adios.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3364,11 - Nebel.mp3,just music/music/Rammstein/Mutter/11 - Nebel.mp3,Mutter,,Rammstein,0.95,artist folder after collection folders: just music / music,yes
3365,01 - Call Of The Zombie.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/01 - Call Of The Zombie.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3366,02 - Superbeast.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/02 - Superbeast.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3367,03 - Dragula.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/03 - Dragula.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3368,04 - Living Dead Girl.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/04 - Living Dead Girl.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3369,05 - Perversion.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/05 - Perversion.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3370,06 - Demonoid Phenomenon.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/06 - Demonoid Phenomenon.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3371,07 - Spookshow Baby.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/07 - Spookshow Baby.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3372,08 - How To Make A Monster.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/08 - How To Make A Monster.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3373,09 - Meet The Creeper.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/09 - Meet The Creeper.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3374,10 - The Ballad Of Resurrection Joe And Rosa Whore.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/10 - The Ballad Of Resurrection Joe And Rosa Whore.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3375,11 - What Lurks On Channel X -.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/11 - What Lurks On Channel X -.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3376,12 - Return Of The Phantom Stranger.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/12 - Return Of The Phantom Stranger.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3377,13 - The Beginning Of The End.mp3,just music/music/Rob Zombie/Hellbilly Deluxe/13 - The Beginning Of The End.mp3,Hellbilly Deluxe,,Rob Zombie,0.95,artist folder after collection folders: just music / music,yes
3378,01 - The Light That Blinds.mp3,just music/music/Shadows Fall/The War Within/01 - The Light That Blinds.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3379,02 - Enlightened By The Cold.mp3,just music/music/Shadows Fall/The War Within/02 - Enlightened By The Cold.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3380,03 - Act Of Contrition.mp3,just music/music/Shadows Fall/The War Within/03 - Act Of Contrition.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3381,04 - What Drives The Weak.mp3,just music/music/Shadows Fall/The War Within/04 - What Drives The Weak.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3382,05 - Stillness.mp3,just music/music/Shadows Fall/The War Within/05 - Stillness.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3383,06 - Inspiration On Demand.mp3,just music/music/Shadows Fall/The War Within/06 - Inspiration On Demand.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3384,07 - The Power Of I And I.mp3,just music/music/Shadows Fall/The War Within/07 - The Power Of I And I.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3385,08 - Ghosts Of Past Failures.mp3,just music/music/Shadows Fall/The War Within/08 - Ghosts Of Past Failures.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3386,09 - Eternity Is Within.mp3,just music/music/Shadows Fall/The War Within/09 - Eternity Is Within.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3387,10 - Those Who Cannot Speak.mp3,just music/music/Shadows Fall/The War Within/10 - Those Who Cannot Speak.mp3,The War Within,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3388,01 - Redemption - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/01 - Redemption - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3389,02 - Burning The Lives - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/02 - Burning The Lives - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3390,03 - Storm Winds - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/03 - Storm Winds - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3391,04 - Failure Of The Devout - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/04 - Failure Of The Devout - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3392,05 - Venomous - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/05 - Venomous - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3393,06 - Another Hero Lost - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/06 - Another Hero Lost - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3394,07 - Final Call - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/07 - Final Call - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3395,08 - Dread Uprising - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/08 - Dread Uprising - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3396,09 - The Great Collapse - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/09 - The Great Collapse - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3397,10 - Just Another Nightmare - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/10 - Just Another Nightmare - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3398,11 - Forevermore - Shadows Fall.mp3,just music/music/Shadows Fall/Threads Of Life/11 - Forevermore - Shadows Fall.mp3,Threads Of Life,,Shadows Fall,0.95,artist folder after collection folders: just music / music,yes
3399,01 - (515).mp3,just music/music/Slipknot/Iowa/01 - (515).mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3400,02 - People=Shit.mp3,just music/music/Slipknot/Iowa/02 - People=Shit.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3401,03 - Disasterpiece.mp3,just music/music/Slipknot/Iowa/03 - Disasterpiece.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3402,04 - My Plague.mp3,just music/music/Slipknot/Iowa/04 - My Plague.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3403,05 - Everything Ends.mp3,just music/music/Slipknot/Iowa/05 - Everything Ends.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3404,06 - The Heretic Anthem.mp3,just music/music/Slipknot/Iowa/06 - The Heretic Anthem.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3405,07 - Gently.mp3,just music/music/Slipknot/Iowa/07 - Gently.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3406,08 - Left Behind.mp3,just music/music/Slipknot/Iowa/08 - Left Behind.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3407,09 - The Shape.mp3,just music/music/Slipknot/Iowa/09 - The Shape.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3408,10 - I Am Hated.mp3,just music/music/Slipknot/Iowa/10 - I Am Hated.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3409,11 - Skin Ticket.mp3,just music/music/Slipknot/Iowa/11 - Skin Ticket.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3410,12 - New Abortion.mp3,just music/music/Slipknot/Iowa/12 - New Abortion.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3411,13 - Metabolic.mp3,just music/music/Slipknot/Iowa/13 - Metabolic.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3412,14 - Iowa.mp3,just music/music/Slipknot/Iowa/14 - Iowa.mp3,Iowa,,Slipknot,0.95,artist folder after collection folders: just music / music,yes
3413,01 - Dead And Bloated.mp3,just music/music/Stone Temple Pilots/Core/01 - Dead And Bloated.mp3,Core,,Stone Temple Pilots,0.95,artist folder after collection folders: just music / music,yes
