root_path,relative_path,path,parent_path,filename,stem,extension,size_bytes,modified_at,is_audio,artist,album,title,track_number,disc_number,year,suggested_path,suggested_filename,status,notes,confidence
/mnt/d/Music,just music/music/Arch Enemy/Doomsday Machine/11 - Slaves of Yesterday.mp3,/mnt/d/Music/just music/music/Arch Enemy/Doomsday Machine/11 - Slaves of Yesterday.mp3,/mnt/d/Music/just music/music/Arch Enemy/Doomsday Machine,11 - Slaves of Yesterday.mp3,11 - Slaves of Yesterday,.mp3,7287204,2008-05-06T14:23:28+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/01 - Beast And The Harlot.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/01 - Beast And The Harlot.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,01 - Beast And The Harlot.mp3,01 - Beast And The Harlot,.mp3,8185148,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/02 - Burn It Down.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/02 - Burn It Down.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,02 - Burn It Down.mp3,02 - Burn It Down,.mp3,7177657,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/03 - Blinded In Chains.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/03 - Blinded In Chains.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,03 - Blinded In Chains.mp3,03 - Blinded In Chains,.mp3,9474134,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/04 - Bat Country.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/04 - Bat Country.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,04 - Bat Country.mp3,04 - Bat Country,.mp3,7525608,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/05 - Trashed And Scattered.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/05 - Trashed And Scattered.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,05 - Trashed And Scattered.mp3,05 - Trashed And Scattered,.mp3,8484197,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/06 - Seize The Day.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/06 - Seize The Day.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,06 - Seize The Day.mp3,06 - Seize The Day,.mp3,7993931,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/07 - Sidewinder.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/07 - Sidewinder.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,07 - Sidewinder.mp3,07 - Sidewinder,.mp3,10124896,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/08 - The Wicked End.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/08 - The Wicked End.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,08 - The Wicked End.mp3,08 - The Wicked End,.mp3,10347459,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/09 - Strength Of The World.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/09 - Strength Of The World.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,09 - Strength Of The World.mp3,09 - Strength Of The World,.mp3,13316641,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/10 - Betrayed.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/10 - Betrayed.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,10 - Betrayed.mp3,10 - Betrayed,.mp3,9785722,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Avenged Sevenfold/City Of Evil/11 - M.I.A.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil/11 - M.I.A.mp3,/mnt/d/Music/just music/music/Avenged Sevenfold/City Of Evil,11 - M.I.A.mp3,11 - M.I.A,.mp3,12630144,2006-04-20T19:06:18+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/1. Love To Let You Down - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/1. Love To Let You Down - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,1. Love To Let You Down - Life Of Agony.wma,1. Love To Let You Down - Life Of Agony,.wma,3568278,2008-04-04T04:05:04+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/10. The Day He Died - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/10. The Day He Died - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,10. The Day He Died - Life Of Agony.wma,10. The Day He Died - Life Of Agony,.wma,3239588,2008-01-13T04:33:48+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/11. Broken Valley - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/11. Broken Valley - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,11. Broken Valley - Life Of Agony.wma,11. Broken Valley - Life Of Agony,.wma,5122024,2007-03-18T11:43:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/12. Room 244 - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/12. Room 244 - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,12. Room 244 - Life Of Agony.wma,12. Room 244 - Life Of Agony,.wma,2307318,2007-03-18T11:43:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/2. Last Cigarette - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/2. Last Cigarette - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,2. Last Cigarette - Life Of Agony.wma,2. Last Cigarette - Life Of Agony,.wma,2857122,2008-04-04T04:08:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/3. Wicked Ways - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/3. Wicked Ways - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,3. Wicked Ways - Life Of Agony.wma,3. Wicked Ways - Life Of Agony,.wma,3920844,2008-04-04T04:08:54+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/4. Don't Bother - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/4. Don't Bother - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,4. Don't Bother - Life Of Agony.wma,4. Don't Bother - Life Of Agony,.wma,3400934,2007-03-18T11:43:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/5. Strung Out - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/5. Strung Out - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,5. Strung Out - Life Of Agony.wma,5. Strung Out - Life Of Agony,.wma,3873034,2008-04-04T04:08:58+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/6. Junk Sick - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/6. Junk Sick - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,6. Junk Sick - Life Of Agony.wma,6. Junk Sick - Life Of Agony,.wma,3215672,2007-03-18T11:43:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/7. The Calm That Disturbs You - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/7. The Calm That Disturbs You - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,7. The Calm That Disturbs You - Life Of Agony.wma,7. The Calm That Disturbs You - Life Of Agony,.wma,3149970,2008-04-04T04:09:06+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/8. No One Survives - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/8. No One Survives - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,8. No One Survives - Life Of Agony.wma,8. No One Survives - Life Of Agony,.wma,1542404,2008-04-04T04:09:04+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Broken Valley/9. Justified - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley/9. Justified - Life Of Agony.wma,/mnt/d/Music/just music/music/Broken Valley,9. Justified - Life Of Agony.wma,9. Justified - Life Of Agony,.wma,6155864,2007-03-18T11:43:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/01 - Living Dead Beat.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/01 - Living Dead Beat.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],01 - Living Dead Beat.mp3,01 - Living Dead Beat,.mp3,7641592,2007-10-31T16:26:22+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/02 - Are You Dead Yet-.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/02 - Are You Dead Yet-.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],02 - Are You Dead Yet-.mp3,02 - Are You Dead Yet-,.mp3,5644165,2007-10-31T16:26:22+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/03 - If You Want Peace...Prepare For War.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/03 - If You Want Peace...Prepare For War.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],03 - If You Want Peace...Prepare For War.mp3,03 - If You Want Peace...Prepare For War,.mp3,5711247,2007-10-31T16:26:22+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/04 - Punch Me I Bleed.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/04 - Punch Me I Bleed.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],04 - Punch Me I Bleed.mp3,04 - Punch Me I Bleed,.mp3,6995218,2008-03-06T16:09:40+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/05 - In Your Face.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/05 - In Your Face.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],05 - In Your Face.mp3,05 - In Your Face,.mp3,6148224,2008-03-06T16:09:40+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/06 - Next In Line.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/06 - Next In Line.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],06 - Next In Line.mp3,06 - Next In Line,.mp3,6224083,2008-03-06T16:09:40+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/07 - Bastards Of Bodom.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/07 - Bastards Of Bodom.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],07 - Bastards Of Bodom.mp3,07 - Bastards Of Bodom,.mp3,5024749,2008-03-06T16:09:42+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,"just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/08 - Trashed, Lost & Strungout.mp3","/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/08 - Trashed, Lost & Strungout.mp3",/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],"08 - Trashed, Lost & Strungout.mp3","08 - Trashed, Lost & Strungout",.mp3,5804661,2008-03-06T16:09:42+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/09 - We're Not Gonna Fall.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/09 - We're Not Gonna Fall.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],09 - We're Not Gonna Fall.mp3,09 - We're Not Gonna Fall,.mp3,4944501,2008-03-06T16:09:42+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/10 - Somebody Put Something In My Drink.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track]/10 - Somebody Put Something In My Drink.mp3,/mnt/d/Music/just music/music/Children Of Bodom/Are You Dead Yet- [Bonus Track],10 - Somebody Put Something In My Drink.mp3,10 - Somebody Put Something In My Drink,.mp3,4784005,2007-10-25T19:18:58+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/01 - Nothing Remains.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/01 - Nothing Remains.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,01 - Nothing Remains.mp3,01 - Nothing Remains,.mp3,8078568,2006-09-04T17:08:22+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/02 - Save Ourselves.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/02 - Save Ourselves.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,02 - Save Ourselves.mp3,02 - Save Ourselves,.mp3,7418401,2006-09-04T17:08:24+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/03 - Inside The Horror.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/03 - Inside The Horror.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,03 - Inside The Horror.mp3,03 - Inside The Horror,.mp3,7899890,2006-09-04T17:08:24+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/04 - Salvation.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/04 - Salvation.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,04 - Salvation.mp3,04 - Salvation,.mp3,7708674,2006-09-04T17:08:24+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/05 - Comatose.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/05 - Comatose.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,05 - Comatose.mp3,05 - Comatose,.mp3,6812152,2006-09-04T17:08:26+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/06 - Left For Dead.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/06 - Left For Dead.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,06 - Left For Dead.mp3,06 - Left For Dead,.mp3,8225272,2006-09-04T17:08:26+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/07 - Everything You Love.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/07 - Everything You Love.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,07 - Everything You Love.mp3,07 - Everything You Love,.mp3,9063489,2006-09-04T17:08:26+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/08 - Bloodlust.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/08 - Bloodlust.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,08 - Bloodlust.mp3,08 - Bloodlust,.mp3,10530526,2006-09-04T17:08:28+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/09 - Pray For All.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/09 - Pray For All.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,09 - Pray For All.mp3,09 - Pray For All,.mp3,8475420,2006-09-04T17:08:28+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/Chimaira/10 - Lazarus.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira/10 - Lazarus.mp3,/mnt/d/Music/just music/music/Chimaira/Chimaira,10 - Lazarus.mp3,10 - Lazarus,.mp3,10958725,2006-09-04T17:08:30+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/01 - Cleansation.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/01 - Cleansation.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,01 - Cleansation.mp3,01 - Cleansation,.mp3,5936151,2006-08-28T19:00:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/02 - The Impossibility Of Reason.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/02 - The Impossibility Of Reason.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,02 - The Impossibility Of Reason.mp3,02 - The Impossibility Of Reason,.mp3,5352471,2006-08-28T19:00:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/03 - Pictures In The Gold Room.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/03 - Pictures In The Gold Room.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,03 - Pictures In The Gold Room.mp3,03 - Pictures In The Gold Room,.mp3,6404474,2006-08-28T19:01:52+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/04 - Power Trip.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/04 - Power Trip.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,04 - Power Trip.mp3,04 - Power Trip,.mp3,4041542,2006-08-28T19:02:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/05 - Down Again.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/05 - Down Again.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,05 - Down Again.mp3,05 - Down Again,.mp3,6252755,2006-08-28T19:03:40+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/06 - Pure Hatred.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/06 - Pure Hatred.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,06 - Pure Hatred.mp3,06 - Pure Hatred,.mp3,6212631,2006-08-28T19:04:44+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/07 - The Dehumanizing Process.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/07 - The Dehumanizing Process.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,07 - The Dehumanizing Process.mp3,07 - The Dehumanizing Process,.mp3,6021415,2006-08-28T19:05:48+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/08 - Crawl.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/08 - Crawl.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,08 - Crawl.mp3,08 - Crawl,.mp3,5053421,2006-08-28T19:06:40+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/09 - Stigmurder.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/09 - Stigmurder.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,09 - Stigmurder.mp3,09 - Stigmurder,.mp3,6680954,2006-08-28T19:07:50+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/10 - Eyes Of A Criminal.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/10 - Eyes Of A Criminal.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,10 - Eyes Of A Criminal.mp3,10 - Eyes Of A Criminal,.mp3,7608197,2006-08-28T19:09:00+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/11 - Overlooked.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/11 - Overlooked.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,11 - Overlooked.mp3,11 - Overlooked,.mp3,6012011,2006-08-28T19:10:02+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Chimaira/The Impossibility Of Reason/12 - Implements Of Destruction.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason/12 - Implements Of Destruction.mp3,/mnt/d/Music/just music/music/Chimaira/The Impossibility Of Reason,12 - Implements Of Destruction.mp3,12 - Implements Of Destruction,.mp3,19500139,2006-10-05T16:36:16+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/01 - Murmaider.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/01 - Murmaider.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,01 - Murmaider.mp3,01 - Murmaider,.mp3,4913154,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/02 - Go Into The Water.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/02 - Go Into The Water.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,02 - Go Into The Water.mp3,02 - Go Into The Water,.mp3,6250415,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/03 - Awaken.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/03 - Awaken.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,03 - Awaken.mp3,03 - Awaken,.mp3,5225370,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/04 - Bloodtrocuted.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/04 - Bloodtrocuted.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,04 - Bloodtrocuted.mp3,04 - Bloodtrocuted,.mp3,3339538,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/05 - Go Forth & Die.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/05 - Go Forth & Die.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,05 - Go Forth & Die.mp3,05 - Go Forth & Die,.mp3,6286150,2007-10-31T04:46:06+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/06 - Fansong.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/06 - Fansong.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,06 - Fansong.mp3,06 - Fansong,.mp3,4155185,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/07 - Better Metal Snake.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/07 - Better Metal Snake.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,07 - Better Metal Snake.mp3,07 - Better Metal Snake,.mp3,4966444,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/08 - The Lost Vikings.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/08 - The Lost Vikings.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,08 - The Lost Vikings.mp3,08 - The Lost Vikings,.mp3,6397745,2007-09-26T11:51:34+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/09 - Thunderhorse.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/09 - Thunderhorse.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,09 - Thunderhorse.mp3,09 - Thunderhorse,.mp3,3990300,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/10 - Briefcase Full of Guts.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/10 - Briefcase Full of Guts.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,10 - Briefcase Full of Guts.mp3,10 - Briefcase Full of Guts,.mp3,3937010,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/11 - Birthday Dethday.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/11 - Birthday Dethday.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,11 - Birthday Dethday.mp3,11 - Birthday Dethday,.mp3,4047979,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/12 - Hatredcopter.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/12 - Hatredcopter.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,12 - Hatredcopter.mp3,12 - Hatredcopter,.mp3,4231045,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/13 - Castratikron.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/13 - Castratikron.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,13 - Castratikron.mp3,13 - Castratikron,.mp3,4262392,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
/mnt/d/Music,just music/music/Dethklok/The Dethalbum/14 - Face Fisted (aka New Phrygian.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum/14 - Face Fisted (aka New Phrygian.mp3,/mnt/d/Music/just music/music/Dethklok/The Dethalbum,14 - Face Fisted (aka New Phrygian.mp3,14 - Face Fisted (aka New Phrygian,.mp3,6176896,2007-09-26T11:51:36+00:00,1,,,,,,,,,inventoried,,
