file_id,action,reason,metadata_status,review_status,artist,album,title,source_path,destination_path
6,move,confirmed metadata or accepted review,confirmed,unreviewed,'N Sync,Celebrity,Girlfriend,/mnt/d/Music/iTunes/'N Sync/Celebrity/04 Girlfriend.m4a,/mnt/d/Music/_Sorted_By_Artist/'N Sync/04 Girlfriend.m4a
7,move,confirmed metadata or accepted review,confirmed,unreviewed,'N Sync,Celebrity,Gone,/mnt/d/Music/iTunes/'N Sync/Celebrity/06 Gone.m4a,/mnt/d/Music/_Sorted_By_Artist/'N Sync/06 Gone.m4a
3793,move,confirmed metadata or accepted review,metadata-conflict,accepted_metadata,38 Special,The Very Best of the A&M Years (1977-1988),Hold on loosely,/mnt/d/Music/music/38 Special/Monsters Of Rock (Disc 2)/NOPF.mp3,/mnt/d/Music/_Sorted_By_Artist/38 Special/NOPF.mp3
2559,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/01 - Opeth - In Mist She Was Standing.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/01 - Opeth - In Mist She Was Standing.m4a
3667,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/01 - Opeth - In Mist She Was Standing.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/01 - Opeth - In Mist She Was Standing.m4a
2560,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/02 - Opeth - Under the Weeping Moon.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/02 - Opeth - Under the Weeping Moon.m4a
3668,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/02 - Opeth - Under the Weeping Moon.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/02 - Opeth - Under the Weeping Moon.m4a
2561,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/03 - Opeth - Silhouette.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/03 - Opeth - Silhouette.m4a
3669,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/03 - Opeth - Silhouette.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/03 - Opeth - Silhouette.m4a
2562,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/04 - Opeth - Forest of October.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/04 - Opeth - Forest of October.m4a
3670,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/04 - Opeth - Forest of October.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/04 - Opeth - Forest of October.m4a
2563,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/05 - Opeth - The Twilight is My Robe.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/05 - Opeth - The Twilight is My Robe.m4a
3671,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/05 - Opeth - The Twilight is My Robe.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/05 - Opeth - The Twilight is My Robe.m4a
2564,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/06 - Opeth - Requiem.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/06 - Opeth - Requiem.m4a
3672,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/06 - Opeth - Requiem.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/06 - Opeth - Requiem.m4a
2565,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/07 - Opeth - The Apostle in Triumph.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/07 - Opeth - The Apostle in Triumph.m4a
3673,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/07 - Opeth - The Apostle in Triumph.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/07 - Opeth - The Apostle in Triumph.m4a
2566,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/just music/music/1995 - Orchid/08 - Opeth - Into the Frost of Winter.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/08 - Opeth - Into the Frost of Winter.m4a
3674,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1995 - Orchid,None,None,/mnt/d/Music/music/1995 - Orchid/08 - Opeth - Into the Frost of Winter.m4a,/mnt/d/Music/_Sorted_By_Artist/1995 - Orchid/08 - Opeth - Into the Frost of Winter.m4a
2568,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/01 - Opeth - Advent.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/01 - Opeth - Advent.m4a
3676,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/01 - Opeth - Advent.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/01 - Opeth - Advent.m4a
2569,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/02 - Opeth - The Night and the Silent Water.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/02 - Opeth - The Night and the Silent Water.m4a
3677,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/02 - Opeth - The Night and the Silent Water.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/02 - Opeth - The Night and the Silent Water.m4a
2570,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/03 - Opeth - Nectar.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/03 - Opeth - Nectar.m4a
3678,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/03 - Opeth - Nectar.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/03 - Opeth - Nectar.m4a
2571,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/04 - Opeth - Black Rose Immortal.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/04 - Opeth - Black Rose Immortal.m4a
3679,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/04 - Opeth - Black Rose Immortal.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/04 - Opeth - Black Rose Immortal.m4a
2572,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/05 - Opeth - To Bid You Farewell.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/05 - Opeth - To Bid You Farewell.m4a
3680,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/05 - Opeth - To Bid You Farewell.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/05 - Opeth - To Bid You Farewell.m4a
2573,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/just music/music/1996 - Morningrise/06 - Opeth - Eternal Soul Torture.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/06 - Opeth - Eternal Soul Torture.m4a
3681,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1996 - Morningrise,None,None,/mnt/d/Music/music/1996 - Morningrise/06 - Opeth - Eternal Soul Torture.m4a,/mnt/d/Music/_Sorted_By_Artist/1996 - Morningrise/06 - Opeth - Eternal Soul Torture.m4a
2575,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/01 - Opeth - Prologue.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/01 - Opeth - Prologue.m4a"
3683,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/01 - Opeth - Prologue.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/01 - Opeth - Prologue.m4a"
2576,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/02 - Opeth - April Ethereal.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/02 - Opeth - April Ethereal.m4a"
3684,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/02 - Opeth - April Ethereal.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/02 - Opeth - April Ethereal.m4a"
2577,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/03 - Opeth - When.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/03 - Opeth - When.m4a"
3685,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/03 - Opeth - When.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/03 - Opeth - When.m4a"
2578,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/04 - Opeth - Madrigal.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/04 - Opeth - Madrigal.m4a"
3686,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/04 - Opeth - Madrigal.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/04 - Opeth - Madrigal.m4a"
2579,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/05 - Opeth - The Amen Corner.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/05 - Opeth - The Amen Corner.m4a"
3687,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/05 - Opeth - The Amen Corner.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/05 - Opeth - The Amen Corner.m4a"
2580,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/06 - Opeth - Demon of the Fall.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/06 - Opeth - Demon of the Fall.m4a"
3688,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/06 - Opeth - Demon of the Fall.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/06 - Opeth - Demon of the Fall.m4a"
2581,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/07 - Opeth - Credence.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/07 - Opeth - Credence.m4a"
3689,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/07 - Opeth - Credence.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/07 - Opeth - Credence.m4a"
2582,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/08 - Opeth - Karma.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/08 - Opeth - Karma.m4a"
3690,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/08 - Opeth - Karma.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/08 - Opeth - Karma.m4a"
2583,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/09 - Opeth - Epilogue.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/09 - Opeth - Epilogue.m4a"
3691,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/09 - Opeth - Epilogue.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/09 - Opeth - Epilogue.m4a"
2584,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/10 - Opeth - Circle of the Tyrant.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/10 - Opeth - Circle of the Tyrant.m4a"
3692,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/10 - Opeth - Circle of the Tyrant.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/10 - Opeth - Circle of the Tyrant.m4a"
2585,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/just music/music/1998 - My Arms, Your Hearse/11 - Opeth - Remember Tomorrow.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/11 - Opeth - Remember Tomorrow.m4a"
3693,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,"1998 - My Arms, Your Hearse",None,None,"/mnt/d/Music/music/1998 - My Arms, Your Hearse/11 - Opeth - Remember Tomorrow.m4a","/mnt/d/Music/_Sorted_By_Artist/1998 - My Arms, Your Hearse/11 - Opeth - Remember Tomorrow.m4a"
2587,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/01 - Opeth - The Moor.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/01 - Opeth - The Moor.m4a
3695,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/01 - Opeth - The Moor.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/01 - Opeth - The Moor.m4a
2588,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/02 - Opeth - Godhead's Lament.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/02 - Opeth - Godhead's Lament.m4a
3696,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/02 - Opeth - Godhead's Lament.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/02 - Opeth - Godhead's Lament.m4a
2589,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/03 - Opeth - Benighted.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/03 - Opeth - Benighted.m4a
3697,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/03 - Opeth - Benighted.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/03 - Opeth - Benighted.m4a
2590,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/04 - Opeth - Moonlapse Vertigo.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/04 - Opeth - Moonlapse Vertigo.m4a
3698,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/04 - Opeth - Moonlapse Vertigo.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/04 - Opeth - Moonlapse Vertigo.m4a
2591,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/05 - Opeth - Face of Melinda.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/05 - Opeth - Face of Melinda.m4a
3699,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/05 - Opeth - Face of Melinda.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/05 - Opeth - Face of Melinda.m4a
2592,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/06 - Opeth - Serenity Painted Death.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/06 - Opeth - Serenity Painted Death.m4a
3700,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/06 - Opeth - Serenity Painted Death.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/06 - Opeth - Serenity Painted Death.m4a
2593,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/just music/music/1999 - Still Life/07 - Opeth - White Cluster.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/07 - Opeth - White Cluster.m4a
3701,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,1999 - Still Life,None,None,/mnt/d/Music/music/1999 - Still Life/07 - Opeth - White Cluster.m4a,/mnt/d/Music/_Sorted_By_Artist/1999 - Still Life/07 - Opeth - White Cluster.m4a
2604,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/Bonus Disc/01 - Opeth - Still Day Beneath the Sun.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/01 - Opeth - Still Day Beneath the Sun.m4a
3712,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/Bonus Disc/01 - Opeth - Still Day Beneath the Sun.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/01 - Opeth - Still Day Beneath the Sun.m4a
2595,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/01 - Opeth - The Leper Affinity.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/01 - Opeth - The Leper Affinity.m4a
3703,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/01 - Opeth - The Leper Affinity.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/01 - Opeth - The Leper Affinity.m4a
2596,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/02 - Opeth - Bleak.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/02 - Opeth - Bleak.m4a
3704,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/02 - Opeth - Bleak.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/02 - Opeth - Bleak.m4a
2605,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/Bonus Disc/02 - Opeth - Patterns in the Ivy II.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/02 - Opeth - Patterns in the Ivy II.m4a
3713,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/Bonus Disc/02 - Opeth - Patterns in the Ivy II.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/02 - Opeth - Patterns in the Ivy II.m4a
2597,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/03 - Opeth - Harvest.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/03 - Opeth - Harvest.m4a
3705,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/03 - Opeth - Harvest.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/03 - Opeth - Harvest.m4a
2598,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/04 - Opeth - The Drapery Falls.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/04 - Opeth - The Drapery Falls.m4a
3706,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/04 - Opeth - The Drapery Falls.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/04 - Opeth - The Drapery Falls.m4a
2599,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/05 - Opeth - Dirge for November.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/05 - Opeth - Dirge for November.m4a
3707,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/05 - Opeth - Dirge for November.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/05 - Opeth - Dirge for November.m4a
2600,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/06 - Opeth - The Funeral Portrait.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/06 - Opeth - The Funeral Portrait.m4a
3708,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/06 - Opeth - The Funeral Portrait.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/06 - Opeth - The Funeral Portrait.m4a
2601,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/07 - Opeth - Patterns in the Ivy.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/07 - Opeth - Patterns in the Ivy.m4a
3709,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/07 - Opeth - Patterns in the Ivy.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/07 - Opeth - Patterns in the Ivy.m4a
2602,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/just music/music/2001 - Blackwater Park/08 - Opeth - Blackwater Park.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/08 - Opeth - Blackwater Park.m4a
3710,skip,"not approved for moving: metadata_status=metadata-error, review_status=skipped",metadata-error,skipped,2001 - Blackwater Park,None,None,/mnt/d/Music/music/2001 - Blackwater Park/08 - Opeth - Blackwater Park.m4a,/mnt/d/Music/_Sorted_By_Artist/2001 - Blackwater Park/08 - Opeth - Blackwater Park.m4a
