file_id,action,reason,duplicate_key,artist,album,title,size_bytes,source_path,keep_path,quarantine_path
5579,keep,largest file in duplicate metadata group,gwar | violence has arrived | abyss of woe,Gwar,Violence Has Arrived,Abyss Of Woe,5240876,/mnt/d/Music/_Sorted_By_Artist/Gwar/03 - Abyss Of Woe (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/03 - Abyss Of Woe (2).mp3,
2897,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | anti anti-christ,Gwar,Violence Has Arrived,Anti Anti-Christ,4674750,/mnt/d/Music/_Sorted_By_Artist/Gwar/04 - Anti Anti-Christ.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/04 - Anti Anti-Christ (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/04 - Anti Anti-Christ.mp3
5580,keep,largest file in duplicate metadata group,gwar | violence has arrived | anti anti-christ,Gwar,Violence Has Arrived,Anti Anti-Christ,4674750,/mnt/d/Music/_Sorted_By_Artist/Gwar/04 - Anti Anti-Christ (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/04 - Anti Anti-Christ (2).mp3,
2895,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | battle lust,Gwar,Violence Has Arrived,Battle Lust,4385104,/mnt/d/Music/_Sorted_By_Artist/Gwar/02 - Battle Lust.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/02 - Battle Lust (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/02 - Battle Lust.mp3
5578,keep,largest file in duplicate metadata group,gwar | violence has arrived | battle lust,Gwar,Violence Has Arrived,Battle Lust,4385104,/mnt/d/Music/_Sorted_By_Artist/Gwar/02 - Battle Lust (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/02 - Battle Lust (2).mp3,
2900,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | beauteous rot,Gwar,Violence Has Arrived,Beauteous Rot,4206427,/mnt/d/Music/_Sorted_By_Artist/Gwar/07 - Beauteous Rot.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/07 - Beauteous Rot (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/07 - Beauteous Rot.mp3
5583,keep,largest file in duplicate metadata group,gwar | violence has arrived | beauteous rot,Gwar,Violence Has Arrived,Beauteous Rot,4206427,/mnt/d/Music/_Sorted_By_Artist/Gwar/07 - Beauteous Rot (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/07 - Beauteous Rot (2).mp3,
2903,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | biledriver,Gwar,Violence Has Arrived,Biledriver,3881046,/mnt/d/Music/_Sorted_By_Artist/Gwar/10 - Biledriver.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/10 - Biledriver (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/10 - Biledriver.mp3
5586,keep,largest file in duplicate metadata group,gwar | violence has arrived | biledriver,Gwar,Violence Has Arrived,Biledriver,3881046,/mnt/d/Music/_Sorted_By_Artist/Gwar/10 - Biledriver (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/10 - Biledriver (2).mp3,
2902,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | bloody mary,Gwar,Violence Has Arrived,Bloody Mary,5945555,/mnt/d/Music/_Sorted_By_Artist/Gwar/09 - Bloody Mary.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/09 - Bloody Mary (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/09 - Bloody Mary.mp3
5585,keep,largest file in duplicate metadata group,gwar | violence has arrived | bloody mary,Gwar,Violence Has Arrived,Bloody Mary,5945555,/mnt/d/Music/_Sorted_By_Artist/Gwar/09 - Bloody Mary (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/09 - Bloody Mary (2).mp3,
2906,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | happy death-day,Gwar,Violence Has Arrived,Happy Death-Day,6201513,/mnt/d/Music/_Sorted_By_Artist/Gwar/13 - Happy Death-Day.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/13 - Happy Death-Day (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/13 - Happy Death-Day.mp3
5589,keep,largest file in duplicate metadata group,gwar | violence has arrived | happy death-day,Gwar,Violence Has Arrived,Happy Death-Day,6201513,/mnt/d/Music/_Sorted_By_Artist/Gwar/13 - Happy Death-Day (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/13 - Happy Death-Day (2).mp3,
2894,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | hell intro,Gwar,Violence Has Arrived,Hell Intro,1456047,/mnt/d/Music/_Sorted_By_Artist/Gwar/01 - Hell Intro.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/01 - Hell Intro (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/01 - Hell Intro.mp3
5577,keep,largest file in duplicate metadata group,gwar | violence has arrived | hell intro,Gwar,Violence Has Arrived,Hell Intro,1456047,/mnt/d/Music/_Sorted_By_Artist/Gwar/01 - Hell Intro (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/01 - Hell Intro (2).mp3,
2899,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | immortal corrupter,Gwar,Violence Has Arrived,Immortal Corrupter,8045173,/mnt/d/Music/_Sorted_By_Artist/Gwar/06 - Immortal Corrupter.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/06 - Immortal Corrupter (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/06 - Immortal Corrupter.mp3
5582,keep,largest file in duplicate metadata group,gwar | violence has arrived | immortal corrupter,Gwar,Violence Has Arrived,Immortal Corrupter,8045173,/mnt/d/Music/_Sorted_By_Artist/Gwar/06 - Immortal Corrupter (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/06 - Immortal Corrupter (2).mp3,
2901,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | licksore,Gwar,Violence Has Arrived,Licksore,2440967,/mnt/d/Music/_Sorted_By_Artist/Gwar/08 - Licksore.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/08 - Licksore (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/08 - Licksore.mp3
5584,keep,largest file in duplicate metadata group,gwar | violence has arrived | licksore,Gwar,Violence Has Arrived,Licksore,2440967,/mnt/d/Music/_Sorted_By_Artist/Gwar/08 - Licksore (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/08 - Licksore (2).mp3,
2898,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | the apes of wrath,Gwar,Violence Has Arrived,The Apes Of Wrath,4683527,/mnt/d/Music/_Sorted_By_Artist/Gwar/05 - The Apes Of Wrath.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/05 - The Apes Of Wrath (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/05 - The Apes Of Wrath.mp3
5581,keep,largest file in duplicate metadata group,gwar | violence has arrived | the apes of wrath,Gwar,Violence Has Arrived,The Apes Of Wrath,4683527,/mnt/d/Music/_Sorted_By_Artist/Gwar/05 - The Apes Of Wrath (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/05 - The Apes Of Wrath (2).mp3,
2905,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | the song of words,Gwar,Violence Has Arrived,The Song Of Words,5107338,/mnt/d/Music/_Sorted_By_Artist/Gwar/12 - The Song Of Words.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/12 - The Song Of Words (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/12 - The Song Of Words.mp3
5588,keep,largest file in duplicate metadata group,gwar | violence has arrived | the song of words,Gwar,Violence Has Arrived,The Song Of Words,5107338,/mnt/d/Music/_Sorted_By_Artist/Gwar/12 - The Song Of Words (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/12 - The Song Of Words (2).mp3,
2904,quarantine,"same metadata artist, album, and title as kept file",gwar | violence has arrived | the wheel,Gwar,Violence Has Arrived,The Wheel,5499802,/mnt/d/Music/_Sorted_By_Artist/Gwar/11 - The Wheel.mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/11 - The Wheel (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/11 - The Wheel.mp3
5587,keep,largest file in duplicate metadata group,gwar | violence has arrived | the wheel,Gwar,Violence Has Arrived,The Wheel,5499802,/mnt/d/Music/_Sorted_By_Artist/Gwar/11 - The Wheel (2).mp3,/mnt/d/Music/_Sorted_By_Artist/Gwar/11 - The Wheel (2).mp3,
2911,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | alcohaulin' ass,HELLYEAH,HELLYEAH,Alcohaulin' Ass,5626610,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/05 - Alcohaulin' Ass.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/05 - Alcohaulin' Ass (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/05 - Alcohaulin' Ass.mp3
5595,keep,largest file in duplicate metadata group,hellyeah | hellyeah | alcohaulin' ass,HELLYEAH,HELLYEAH,Alcohaulin' Ass,5626610,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/05 - Alcohaulin' Ass (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/05 - Alcohaulin' Ass (2).mp3,
2912,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | goddamn,HELLYEAH,HELLYEAH,GodDamn,4819740,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/06 - GodDamn.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/06 - GodDamn (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/06 - GodDamn.mp3
5596,keep,largest file in duplicate metadata group,hellyeah | hellyeah | goddamn,HELLYEAH,HELLYEAH,GodDamn,4819740,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/06 - GodDamn (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/06 - GodDamn (2).mp3,
2907,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | hellyeah,HELLYEAH,HELLYEAH,HELLYEAH,5051081,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/01 - HELLYEAH.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/01 - HELLYEAH (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/01 - HELLYEAH.mp3
5591,keep,largest file in duplicate metadata group,hellyeah | hellyeah | hellyeah,HELLYEAH,HELLYEAH,HELLYEAH,5051081,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/01 - HELLYEAH (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/01 - HELLYEAH (2).mp3,
2913,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | in the mood,HELLYEAH,HELLYEAH,In the Mood,1422359,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/07 - In the Mood.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/07 - In the Mood (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/07 - In the Mood.mp3
5597,keep,largest file in duplicate metadata group,hellyeah | hellyeah | in the mood,HELLYEAH,HELLYEAH,In the Mood,1422359,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/07 - In the Mood (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/07 - In the Mood (2).mp3,
2909,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | matter of time,HELLYEAH,HELLYEAH,Matter of Time,5430379,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/03 - Matter of Time.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/03 - Matter of Time (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/03 - Matter of Time.mp3
5593,keep,largest file in duplicate metadata group,hellyeah | hellyeah | matter of time,HELLYEAH,HELLYEAH,Matter of Time,5430379,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/03 - Matter of Time (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/03 - Matter of Time (2).mp3,
2917,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | nausea,HELLYEAH,HELLYEAH,Nausea,7200227,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/11 - Nausea.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/11 - Nausea (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/11 - Nausea.mp3
5601,keep,largest file in duplicate metadata group,hellyeah | hellyeah | nausea,HELLYEAH,HELLYEAH,Nausea,7200227,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/11 - Nausea (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/11 - Nausea (2).mp3,
2918,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | one thing,HELLYEAH,HELLYEAH,One Thing,5550751,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/12 - One Thing.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/12 - One Thing (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/12 - One Thing.mp3
5602,keep,largest file in duplicate metadata group,hellyeah | hellyeah | one thing,HELLYEAH,HELLYEAH,One Thing,5550751,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/12 - One Thing (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/12 - One Thing (2).mp3,
2915,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | rotten to the core,HELLYEAH,HELLYEAH,Rotten to the Core,5590875,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/09 - Rotten to the Core.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/09 - Rotten to the Core (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/09 - Rotten to the Core.mp3
5599,keep,largest file in duplicate metadata group,hellyeah | hellyeah | rotten to the core,HELLYEAH,HELLYEAH,Rotten to the Core,5590875,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/09 - Rotten to the Core (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/09 - Rotten to the Core (2).mp3,
2914,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | star,HELLYEAH,HELLYEAH,Star,5336338,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/08 - Star.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/08 - Star (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/08 - Star.mp3
5598,keep,largest file in duplicate metadata group,hellyeah | hellyeah | star,HELLYEAH,HELLYEAH,Star,5336338,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/08 - Star (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/08 - Star (2).mp3,
2916,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | thank you,HELLYEAH,HELLYEAH,Thank You,6526895,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/10 - Thank You.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/10 - Thank You (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/10 - Thank You.mp3
5600,keep,largest file in duplicate metadata group,hellyeah | hellyeah | thank you,HELLYEAH,HELLYEAH,Thank You,6526895,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/10 - Thank You (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/10 - Thank You (2).mp3,
2910,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | waging war,HELLYEAH,HELLYEAH,Waging War,4458624,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/04 - Waging War.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/04 - Waging War (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/04 - Waging War.mp3
5594,keep,largest file in duplicate metadata group,hellyeah | hellyeah | waging war,HELLYEAH,HELLYEAH,Waging War,4458624,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/04 - Waging War (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/04 - Waging War (2).mp3,
2908,quarantine,"same metadata artist, album, and title as kept file",hellyeah | hellyeah | you wouldn't know,HELLYEAH,HELLYEAH,You Wouldn't Know,6201513,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/02 - You Wouldn't Know.mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/02 - You Wouldn't Know (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/02 - You Wouldn't Know.mp3
5592,keep,largest file in duplicate metadata group,hellyeah | hellyeah | you wouldn't know,HELLYEAH,HELLYEAH,You Wouldn't Know,6201513,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/02 - You Wouldn't Know (2).mp3,/mnt/d/Music/_Sorted_By_Artist/HELLYEAH/02 - You Wouldn't Know (2).mp3,
2345,quarantine,"same metadata artist, album, and title as kept file",high on fire | death is this communion | death is this communion,High On Fire,Death Is This Communion,Death Is This Communion,8237468,/mnt/d/Music/_Sorted_By_Artist/High On Fire/03 Death Is This Communion.m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/03 Death Is This Communion (2).m4a,/mnt/d/Music/_Duplicate_Quarantine/03 Death Is This Communion.m4a
5629,keep,largest file in duplicate metadata group,high on fire | death is this communion | death is this communion,High On Fire,Death Is This Communion,Death Is This Communion,8237468,/mnt/d/Music/_Sorted_By_Artist/High On Fire/03 Death Is This Communion (2).m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/03 Death Is This Communion (2).m4a,
2343,quarantine,"same metadata artist, album, and title as kept file",high on fire | death is this communion | fury whip,High On Fire,Death Is This Communion,Fury Whip,5957513,/mnt/d/Music/_Sorted_By_Artist/High On Fire/01 Fury Whip.m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/01 Fury Whip (2).m4a,/mnt/d/Music/_Duplicate_Quarantine/01 Fury Whip.m4a
5627,keep,largest file in duplicate metadata group,high on fire | death is this communion | fury whip,High On Fire,Death Is This Communion,Fury Whip,5957513,/mnt/d/Music/_Sorted_By_Artist/High On Fire/01 Fury Whip (2).m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/01 Fury Whip (2).m4a,
2346,quarantine,"same metadata artist, album, and title as kept file",high on fire | death is this communion | khanrad's wall,High On Fire,Death Is This Communion,Khanrad's Wall,2335714,/mnt/d/Music/_Sorted_By_Artist/High On Fire/04 Khanrad's Wall.m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/04 Khanrad's Wall (2).m4a,/mnt/d/Music/_Duplicate_Quarantine/04 Khanrad's Wall.m4a
5630,keep,largest file in duplicate metadata group,high on fire | death is this communion | khanrad's wall,High On Fire,Death Is This Communion,Khanrad's Wall,2335714,/mnt/d/Music/_Sorted_By_Artist/High On Fire/04 Khanrad's Wall (2).m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/04 Khanrad's Wall (2).m4a,
2347,quarantine,"same metadata artist, album, and title as kept file",high on fire | death is this communion | turk,High On Fire,Death Is This Communion,Turk,4794659,/mnt/d/Music/_Sorted_By_Artist/High On Fire/05 Turk.m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/05 Turk (2).m4a,/mnt/d/Music/_Duplicate_Quarantine/05 Turk.m4a
5631,keep,largest file in duplicate metadata group,high on fire | death is this communion | turk,High On Fire,Death Is This Communion,Turk,4794659,/mnt/d/Music/_Sorted_By_Artist/High On Fire/05 Turk (2).m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/05 Turk (2).m4a,
2344,quarantine,"same metadata artist, album, and title as kept file",high on fire | death is this communion | waste of tiamat,High On Fire,Death Is This Communion,Waste Of Tiamat,5549676,/mnt/d/Music/_Sorted_By_Artist/High On Fire/02 Waste Of Tiamat.m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/02 Waste Of Tiamat (2).m4a,/mnt/d/Music/_Duplicate_Quarantine/02 Waste Of Tiamat.m4a
5628,keep,largest file in duplicate metadata group,high on fire | death is this communion | waste of tiamat,High On Fire,Death Is This Communion,Waste Of Tiamat,5549676,/mnt/d/Music/_Sorted_By_Artist/High On Fire/02 Waste Of Tiamat (2).m4a,/mnt/d/Music/_Sorted_By_Artist/High On Fire/02 Waste Of Tiamat (2).m4a,
2930,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | another day in quicksand,In Flames,Clayman,Another Day In Quicksand,5679900,/mnt/d/Music/_Sorted_By_Artist/In Flames/11 - Another Day In Quicksand.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/11 - Another Day In Quicksand (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/11 - Another Day In Quicksand.mp3
7922,keep,largest file in duplicate metadata group,in flames | clayman | another day in quicksand,In Flames,Clayman,Another Day In Quicksand,5679900,/mnt/d/Music/_Sorted_By_Artist/In Flames/11 - Another Day In Quicksand (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/11 - Another Day In Quicksand (2).mp3,
7925,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | another day in quicksand,In Flames,Clayman,Another Day In Quicksand,3838078,/mnt/d/Music/_Sorted_By_Artist/In Flames/EUBS.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/11 - Another Day In Quicksand (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/EUBS.m4a
2923,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | as the future repeats today,In Flames,Clayman,As The Future Repeats Today,4997791,/mnt/d/Music/_Sorted_By_Artist/In Flames/04 - As The Future Repeats Today.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/04 - As The Future Repeats Today (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/04 - As The Future Repeats Today.mp3
7915,keep,largest file in duplicate metadata group,in flames | clayman | as the future repeats today,In Flames,Clayman,As The Future Repeats Today,4997791,/mnt/d/Music/_Sorted_By_Artist/In Flames/04 - As The Future Repeats Today (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/04 - As The Future Repeats Today (2).mp3,
7926,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | as the future repeats today,In Flames,Clayman,As The Future Repeats Today,3381638,/mnt/d/Music/_Sorted_By_Artist/In Flames/FTLY.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/04 - As The Future Repeats Today (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/FTLY.m4a
2927,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | brush the dust away,In Flames,Clayman,Brush The Dust Away,4739492,/mnt/d/Music/_Sorted_By_Artist/In Flames/08 - Brush The Dust Away.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/08 - Brush The Dust Away (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/08 - Brush The Dust Away.mp3
7919,keep,largest file in duplicate metadata group,in flames | clayman | brush the dust away,In Flames,Clayman,Brush The Dust Away,4739492,/mnt/d/Music/_Sorted_By_Artist/In Flames/08 - Brush The Dust Away (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/08 - Brush The Dust Away (2).mp3,
7932,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | brush the dust away,In Flames,Clayman,Brush The Dust Away,3147873,/mnt/d/Music/_Sorted_By_Artist/In Flames/TLUR.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/08 - Brush The Dust Away (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/TLUR.m4a
2920,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | bullet ride,In Flames,Clayman,Bullet Ride,6785820,/mnt/d/Music/_Sorted_By_Artist/In Flames/01 - Bullet Ride.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/01 - Bullet Ride (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/01 - Bullet Ride.mp3
7912,keep,largest file in duplicate metadata group,in flames | clayman | bullet ride,In Flames,Clayman,Bullet Ride,6785820,/mnt/d/Music/_Sorted_By_Artist/In Flames/01 - Bullet Ride (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/01 - Bullet Ride (2).mp3,
7930,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | bullet ride,In Flames,Clayman,Bullet Ride,4539758,/mnt/d/Music/_Sorted_By_Artist/In Flames/POPU.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/01 - Bullet Ride (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/POPU.m4a
2925,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | clay man,In Flames,Clayman,Clay Man,5020361,/mnt/d/Music/_Sorted_By_Artist/In Flames/06 - Clay Man.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/06 - Clay Man (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/06 - Clay Man.mp3
7917,keep,largest file in duplicate metadata group,in flames | clayman | clay man,In Flames,Clayman,Clay Man,5020361,/mnt/d/Music/_Sorted_By_Artist/In Flames/06 - Clay Man (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/06 - Clay Man (2).mp3,
7929,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | clay man,In Flames,Clayman,Clay Man,3346965,/mnt/d/Music/_Sorted_By_Artist/In Flames/OKEA.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/06 - Clay Man (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/OKEA.m4a
2922,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | only for the weak,In Flames,Clayman,Only For The Weak,7093020,/mnt/d/Music/_Sorted_By_Artist/In Flames/03 - Only For The Weak.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/03 - Only For The Weak (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/03 - Only For The Weak.mp3
7914,keep,largest file in duplicate metadata group,in flames | clayman | only for the weak,In Flames,Clayman,Only For The Weak,7093020,/mnt/d/Music/_Sorted_By_Artist/In Flames/03 - Only For The Weak (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/03 - Only For The Weak (2).mp3,
7927,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | only for the weak,In Flames,Clayman,Only For The Weak,4754587,/mnt/d/Music/_Sorted_By_Artist/In Flames/NHGT.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/03 - Only For The Weak (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/NHGT.m4a
2921,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | pinball map,In Flames,Clayman,Pinball Map,5965157,/mnt/d/Music/_Sorted_By_Artist/In Flames/02 - Pinball Map.mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/02 - Pinball Map (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/02 - Pinball Map.mp3
7913,keep,largest file in duplicate metadata group,in flames | clayman | pinball map,In Flames,Clayman,Pinball Map,5965157,/mnt/d/Music/_Sorted_By_Artist/In Flames/02 - Pinball Map (2).mp3,/mnt/d/Music/_Sorted_By_Artist/In Flames/02 - Pinball Map (2).mp3,
7923,quarantine,"same metadata artist, album, and title as kept file",in flames | clayman | pinball map,In Flames,Clayman,Pinball Map,3989876,/mnt/d/Music/_Sorted_By_Artist/In Flames/AUNQ.m4a,/mnt/d/Music/_Sorted_By_Artist/In Flames/02 - Pinball Map (2).mp3,/mnt/d/Music/_Duplicate_Quarantine/AUNQ.m4a
